timestamp,iface,mac,ssid,bssid,channel,txRateMbps,rxRateMbps,linkQuality,signalDbm,rxBytes,txBytes,ipAddr,neighborDetails,neighborBars,neighborSSIDs,connectedTimeSec
"1:50:34 PM","Wi-Fi 2","f2:1e:95:8e:49:61","EDY","14:ca:56:81:26:57","1","54","54","80/100","-44","0","0","192.168.1.51/255.255.255.0","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","Rossa,DJ 2.4,COLONIAL,RBT_Marcocasa_5G,,Brocker2.4,EDY,RBT_Marcocasa,DJ 5G","66"
